Index,Timestamp,Fp1,Fp2,F3,F4,T5,T6,O1,O2,F7,F8,C3,C4,T3,T4,P3,P4
170.0,0.6640625,-309754.408569,-3061.473735,-641411.202122,990451.394373,-765941.353553,-907923.031798,-883846.447926,-1085504.601658,-3747565.716215,-3202487.671672,-3209675.992689,-2938671.462377,-2923260.560424,-416552.474088,-3083114.87235,-2607517.851295
171.0,0.66796875,-309714.175429,-2741.21794,-641463.236983,990576.385328,-765944.572204,-907897.282588,-883968.756672,-1085520.158472,-3747537.821238,-3202500.546277,-3209657.217223,-2938636.593656,-2923442.950659,-416452.695901,-3083085.368047,-2607521.606388
172.0,0.671875,-309624.053195,-2608.180357,-641442.852192,990623.592213,-765955.837483,-907890.845286,-883870.58781,-1085545.907682,-3747526.555959,-3202512.88444,-3209650.779921,-2938621.573284,-2923239.639192,-416190.912269,-3083081.076512,-2607532.871667
173.0,0.67578125,-309602.59552,-2910.197128,-641410.66568,990411.161233,-765956.910367,-907889.772402,-883762.226553,-1085551.2721,-3747519.582214,-3202490.353881,-3209622.348502,-2938606.552912,-2922996.094584,-416212.906386,-3083061.228163,-2607525.361481
174.0,0.6796875,-309655.166823,-3082.394967,-641457.336123,990237.354068,-765935.989134,-907873.679146,-883907.602299,-1085534.105961,-3747494.369447,-3202451.193625,-3209577.823827,-2938576.512167,-2923192.968749,-416415.14497,-3083015.094163,-2607491.029202
175.0,0.68359375,-309649.802405,-2806.663848,-641523.318472,990324.794093,-765953.691715,-907884.944425,-884105.012906,-1085557.709403,-3747494.905888,-3202468.896206,-3209591.234874,-2938578.657935,-2923494.98552,-416362.037225,-3083018.312814,-2607499.612272
176.0,0.6875,-309580.064962,-2594.232868,-641523.318472,990417.062094,-765977.831599,-907896.746146,-884073.362836,-1085591.50524,-3747501.343191,-3202492.499649,-3209607.32813,-2938584.558795,-2923400.571752,-416081.478129,-3083041.379814,-2607519.997063
177.0,0.69140625,-309554.315752,-2850.652081,-641483.085332,990156.351347,-765981.586693,-907902.110565,-883947.298997,-1085600.08831,-3747498.12454,-3202472.114858,-3209585.334013,-2938577.048609,-2923125.377074,-416041.244989,-3083034.40607,-2607513.55976
178.0,0.6953125,-309603.668404,-3086.15006,-641517.417612,990013.121368,-765960.66546,-907895.136821,-884052.978045,-1085587.213705,-3747481.494842,-3202430.272392,-3209547.783082,-2938551.835841,-2923253.58668,-416246.165782,-3082991.490721,-2607480.836806
179.0,0.69921875,-309607.959939,-2876.40129,-641585.545729,990306.018627,-765969.24853,-907901.037681,-884268.091234,-1085604.916287,-3747479.349074,-3202437.782578,-3209553.147501,-2938550.226516,-2923578.13401,-416261.186154,-3082987.199186,-2607479.763923
180.0,0.703125,-309551.633543,-2702.057684,-641596.811008,990443.884187,-765993.924855,-907916.058054,-884270.773443,-1085636.566357,-3747489.54147,-3202466.213997,-3209577.287385,-2938557.736702,-2923552.3848,-415858.854754,-3083010.266186,-2607502.294481
181.0,0.70703125,-309531.785194,-2962.768431,-641545.849031,990301.727092,-766005.190135,-907927.323333,-884121.106162,-1085647.831636,-3747497.588098,-3202459.776695,-3209560.121245,-2938551.835841,-2923237.493424,-415599.753332,-3082981.298325,-2607500.148714
182.0,0.7109375,-309580.064962,-3037.333851,-641561.405845,990075.885066,-766019.137623,-907950.390333,-884174.750349,-1085660.169799,-3747508.853377,-3202446.365648,-3209548.855966,-2938558.273144,-2923275.044355,-416153.361339,-3082950.721139,-2607495.857179
183.0,0.71484375,-309599.913311,-2897.322523,-641627.924636,990073.739299,-765998.752832,-907933.760635,-884384.499119,-1085645.685869,-3747484.177051,-3202419.007113,-3209524.716082,-2938528.768841,-2923602.810335,-416296.591317,-3082914.779534,-2607464.74355
184.0,0.71875,-309550.560659,-2568.483659,-641653.673846,990222.333696,-765999.289274,-907923.031798,-884432.242445,-1085656.951148,-3747468.620237,-3202427.053741,-3209524.716082,-2938514.28491,-2923652.162987,-416031.589035,-3082914.779534,-2607462.061341
185.0,0.72265625,-309510.327519,-2690.255963,-641607.539845,990126.847044,-765992.31553,-907912.839402,-884280.429397,-1085653.196055,-3747450.381213,-3202398.622322,-3209494.675338,-2938492.290794,-2923343.172472,-415882.994638,-3082898.149836,-2607442.212992
186.0,0.7265625,-309582.747171,-2959.013338,-641677.277288,989836.095552,-766008.408786,-907946.098798,-884474.084911,-1085674.65373,-3747461.110051,-3202375.555322,-3209480.191407,-2938492.827236,-2923601.20101,-416172.136804,-3082876.155719,-2607431.484155
187.0,0.73046875,-309541.441147,-2604.425264,-641715.364661,989883.838878,-766001.971483,-907932.687751,-884554.551191,-1085684.309683,-3747442.871027,-3202377.701089,-3209480.191407,-2938476.73398,-2923728.874174,-415944.149011,-3082871.864184,-2607425.046852
188.0,0.734375,-309489.942728,-2639.830427,-641676.204404,990000.246763,-766032.54867,-907961.11917,-884407.029677,-1085726.688591,-3747461.646493,-3202397.549438,-3209497.357547,-2938494.436561,-2923434.367589,-415745.129078,-3082900.295603,-2607452.405387
189.0,0.73828125,-309526.420775,-2972.424385,-641665.475567,989922.462693,-766032.012228,-907969.165798,-884353.385491,-1085726.688591,-3747457.8914,-3202366.43581,-3209471.608337,-2938484.780608,-2923297.574913,-415862.609847,-3082878.301487,-2607436.848573
190.0,0.7421875,-309570.409008,-3019.631269,-641729.848591,989826.97604,-766033.085112,-907976.675984,-884527.729097,-1085733.662335,-3747457.354958,-3202353.561205,-3209461.415942,-2938481.561957,-2923564.722963,-416034.271244,-3082860.598905,-2607424.51041
191.0,0.74609375,-309540.904706,-2918.243756,-641779.201243,989969.133135,-766023.9656,-907958.973403,-884648.428517,-1085726.688591,-3747427.314213,-3202341.223042,-3209444.249802,-2938450.98477,-2923756.232709,-415861.000521,-3082840.214114,-2607404.662061
192.0,0.75,-309501.744449,-2785.206173,-641537.265961,989984.153507,-764352.412743,-906292.248522,-883197.889709,-1084065.328129,-3745738.595216,-3200640.702324,-3207742.6562,-2936742.417424,-2922380.795763,-415622.283891,-3081162.223954,-2605723.989692
193.0,0.75390625,-309651.41173,-2893.56743,-640596.883368,989784.060691,-758240.194111,-900278.198752,-878009.960414,-1077999.243498,-3739670.901259,-3194446.408087,-3201605.761243,-2930608.204676,-2917780.806754,-415577.222774,-3075084.337602,-2599618.744805
194.0,0.7578125,-309681.988917,-2950.96671,-641464.309867,989717.541899,-765076.609263,-907105.494393,-883318.589129,-1084784.696673,-3746523.946109,-3201298.380053,-3208508.695186,-2937528.841201,-2922436.049275,-415861.536963,-3081914.315452,-2606429.410747
195.0,0.76171875,-309629.417614,-2624.273613,-641661.720474,989868.282064,-766089.411508,-908079.136381,-884227.321652,-1085801.790452,-3747500.806749,-3202330.494205,-3209505.404175,-2938508.920492,-2923299.720681,-415835.787754,-3082887.95744,-2607439.530783
196.0,0.765625,-309538.222496,-2475.679216,-641644.554334,989923.535576,-766101.213229,-908064.116009,-884134.517209,-1085827.539662,-3747482.567725,-3202344.978135,-3209492.52957,-2938487.462817,-2923086.216818,-415571.321913,-3082877.228603,-2607456.160481
197.0,0.76953125,-309501.208007,-2773.940894,-641609.685613,989716.469016,-766089.94795,-908049.095636,-884019.182207,-1085825.393894,-3747461.646493,-3202314.400949,-3209449.077779,-2938460.104282,-2922817.459442,-415582.050751,-3082843.432765,-2607438.457899
198.0,0.7734375,-309545.196241,-2964.914199,-641653.673846,989536.76099,-766096.921694,-908059.824474,-884157.584209,-1085833.976964,-3747463.255818,-3202298.844135,-3209432.984523,-2938454.739863,-2922984.292863,-415789.117311,-3082820.365765,-2607428.801945
199.0,0.77734375,-309540.904706,-2709.56787,-641719.656196,989614.545061,-766098.53102,-908054.460055,-884365.723654,-1085839.877825,-3747449.30833,-3202299.380577,-3209424.937895,-2938433.81863,-2923292.210495,-415756.930799,-3082804.272509,-2607419.682434
200.0,0.78125,-309475.458798,-2481.043635,-641721.801963,989714.323248,-766104.968322,-908046.949869,-884344.802421,-1085855.971081,-3747436.433725,-3202306.354321,-3209424.937895,-2938422.016909,-2923212.280656,-415455.45047,-3082807.49116,-2607423.437527
201.0,0.78515625,-309457.756216,-2728.879777,-641678.886614,989495.454966,-766103.895438,-908045.876985,-884213.910605,-1085857.580406,-3747431.069306,-3202285.433088,-3209397.042918,-2938408.069421,-2922918.310513,-415194.203281,-3082779.596183,-2607412.708689
202.0,0.7890625,-309508.718194,-2981.007455,-641710.536684,989267.467173,-766084.583531,-908043.731218,-884306.715048,-1085845.242243,-3747420.340469,-3202250.027925,-3209361.637755,-2938386.075304,-2923026.135329,-415612.091495,-3082722.733345,-2607381.595061
203.0,0.79296875,-309519.447031,-2790.570592,-641780.274127,989533.542339,-766080.828438,-908038.366799,-884517.00026,-1085850.606662,-3747411.220957,-3202247.882157,-3209355.200452,-2938373.737141,-2923353.364867,-415780.534241,-3082701.812113,-2607368.720456
204.0,0.796875,-309457.756216,-2493.381797,-641794.758057,989685.355387,-766093.166601,-908037.830357,-884530.411307,-1085873.673662,-3747410.684515,-3202264.511855,-3209366.465731,-2938371.054932,-2923345.318239,-415503.193796,-3082714.686717,-2607377.839968
205.0,0.80078125,-309426.106146,-2680.063567,-641747.551173,989548.026269,-766102.822554,-908050.704962,-884376.988933,-1085887.621151,-3747410.148073,-3202252.710134,-3209353.054685,-2938368.372723,-2923033.645515,-415398.05119,-3082716.832485,-2607379.985735
206.0,0.8046875,-309487.796961,-2978.325245,-641763.644429,989316.283383,-766123.743787,-908080.745707,-884415.612747,-1085908.005942,-3747429.459981,-3202242.517739,-3209350.372475,-2938382.856653,-2923052.957422,-415583.123634,-3082713.613834,-2607383.204387
207.0,0.80859375,-309515.155496,-2921.998849,-641833.381871,989301.799453,-766108.723415,-908065.725334,-884621.606424,-1085896.204221,-3747405.320097,-3202217.841413,-3209327.305475,-2938358.716769,-2923370.531007,-415677.537403,-3082678.20867,-2607353.700084
208.0,0.8125,-309470.630821,-2876.40129,-641858.058197,989404.259849,-766125.889555,-908073.771962,-884673.641285,-1085917.661895,-3747401.028562,-3202234.471111,-3209339.107196,-2938353.35235,-2923429.539612,-415421.654632,-3082688.937508,-2607362.819596
209.0,0.81640625,-309435.225658,-2700.9848,-641808.169104,989279.805336,-766148.956555,-908096.838963,-884520.755353,-1085947.70264,-3747409.611632,-3202234.471111,-3209338.570754,-2938357.107443,-2923112.502469,-415262.86784,-3082703.95788,-2607376.230642
210.0,0.8203125,-309476.531682,-2882.302151,-641811.387755,989291.070615,-766131.253973,-908089.328777,-884513.245167,-1085935.900919,-3747394.591259,-3202192.628645,-3209298.874056,-2938334.040443,-2923047.593003,-415415.753772,-3082668.552717,-2607344.580572
211.0,0.82421875,-309512.473287,-2857.625825,-641875.224337,989250.301033,-766131.253973,-908092.547428,-884705.827797,-1085938.046686,-3747391.90905,-3202181.899808,-3209290.290986,-2938328.676025,-2923351.2191,-415563.275285,-3082647.631484,-2607331.169526
212.0,0.828125,-309472.776589,-2502.501309,-641916.530361,989402.114082,-766145.201462,-908097.911846,-884795.413589,-1085960.577245,-3747389.763283,-3202198.529506,-3209305.8478,-2938328.139583,-2923483.183799,-415349.23498,-3082658.896763,-2607341.361921
213.0,0.83203125,-309408.403565,-2519.667449,-641880.052314,989365.636035,-766160.758276,-908109.177126,-884656.475145,-1085983.107803,-3747390.836166,-3202198.529506,-3209305.8478,-2938330.821792,-2923201.015377,-415141.631978,-3082670.698484,-2607351.554316
214.0,0.8359375,-309447.027379,-2854.943616,-641865.568383,989125.310078,-766164.513369,-908124.197498,-884594.247889,-1085989.545106,-3747392.981934,-3202173.85318,-3209287.072335,-2938327.603141,-2923048.665887,-415246.774584,-3082656.750996,-2607344.580572
215.0,0.83984375,-309499.598682,-2916.63443,-641925.649872,989012.120844,-766154.320974,-908119.905963,-884762.690635,-1085980.425594,-3747377.961561,-3202148.10397,-3209260.250242,-2938306.145466,-2923305.085099,-415429.70126,-3082623.4916,-2607316.149153
216.0,0.84375,-309474.922356,-2581.894706,-641977.148292,989144.621986,-766150.029439,-908111.322893,-884888.754474,-1085986.862896,-3747364.014073,-3202148.640412,-3209259.177358,-2938290.05221,-2923502.495706,-415195.276164,-3082614.372088,-2607309.175409
217.0,0.84765625,-309401.966262,-2510.011495,-641950.326198,989159.105916,-766182.752393,-908135.462777,-884773.419472,-1086027.096036,-3747390.836166,-3202180.826924,-3209281.171475,-2938307.754792,-2923248.222261,-414687.265716,-3082620.809391,-2607337.606828
218.0,0.8515625,-309413.767983,-2835.631709,-641924.576989,988933.26389,-766161.83116,-908123.124614,-884661.839564,-1086007.247687,-3747372.060701,-3202135.229365,-3209235.037474,-2938280.932698,-2923018.625142,-415093.888652,-3082558.582134,-2607307.029642
219.0,0.85546875,-309547.87845,-3045.380479,-641281.38319,988769.649121,-760699.780071,-902721.155014,-880414.829304,-1080588.111948,-3741926.63931,-3196615.242555,-3203728.46171,-2932772.211167,-2919468.989309,-415462.960656,-3077090.630184,-2601846.587878
220.0,0.859375,-309613.324358,-2879.0835,-641233.103422,988949.893588,-761273.236427,-903350.401324,-880675.540051,-1081165.859838,-3742529.599968,-3197168.314119,-3204362.535997,-2933391.265081,-2919789.245104,-415355.672283,-3077716.657843,-2602415.216257
221.0,0.86328125,-309489.942728,-2478.897867,-641846.792918,989180.027149,-766210.110928,-908231.485871,-884408.102561,-1086068.938502,-3747441.261702,-3202141.130226,-3209320.331731,-2938349.060815,-2922894.707071,-415113.200559,-3082632.07467,-2607338.679712
222.0,0.8671875,-309437.371425,-2749.264568,-641801.195359,988984.762309,-766198.309207,-908203.590894,-884236.977605,-1086070.011386,-3747411.220957,-3202113.771691,-3209264.005335,-2938306.145466,-2922557.821579,-415119.637861,-3082584.867786,-2607325.805107
223.0,0.87109375,-309475.99524,-2963.841315,-641841.964941,988792.179679,-766205.819393,-908207.345987,-884342.656653,-1086081.276665,-3747405.856539,-3202101.433528,-3209237.719683,-2938293.807303,-2922682.276092,-415334.214608,-3082555.363483,-2607322.050014
224.0,0.875,-309474.385914,-2731.561986,-641911.165942,988854.943377,-766207.428718,-908203.590894,-884547.577446,-1086092.005502,-3747392.981934,-3202105.188621,-3209232.355265,-2938276.641163,-2922975.709793,-415323.485771,-3082536.051576,-2607317.758479
225.0,0.87890625,-309411.085774,-2489.626704,-641912.775268,988955.258006,-766230.495719,-908210.564638,-884533.093516,-1086123.655572,-3747398.346352,-3202132.010714,-3209248.448521,-2938277.714047,-2922896.316397,-415042.926674,-3082553.217715,-2607339.216154
226.0,0.8828125,-309381.581471,-2731.561986,-641870.932802,988785.205935,-766233.177928,-908210.028197,-884394.155072,-1086129.019991,-3747390.299724,-3202110.553039,-3209224.308637,-2938265.912326,-2922600.200486,-414981.23586,-3082540.343111,-2607332.778851
227.0,0.88671875,-309444.34517,-3003.538013,-641902.04643,988567.410537,-766247.661859,-908230.412988,-884475.694236,-1086143.503921,-3747398.882794,-3202094.996225,-3209211.970474,-2938272.88607,-2922677.984557,-415180.792234,-3082529.614273,-2607329.5602
228.0,0.890625,-309464.729961,-2838.313918,-641968.565222,988512.693466,-766235.860137,-908218.611266,-884689.734541,-1086138.139503,-3747377.42512,-3202077.293644,-3209193.195008,-2938248.209744,-2923003.068328,-415233.899979,-3082496.891319,-2607303.274548
229.0,0.89453125,-309406.794239,-2538.442914,-641984.658478,988734.243957,-766231.568603,-908206.809545,-884713.337983,-1086149.404782,-3747361.868305,-3202084.267388,-3209192.122125,-2938231.043605,-2923014.870049,-414963.533278,-3082497.427761,-2607301.665223
230.0,0.8984375,-309364.415331,-2716.541614,-641939.597361,988747.118562,-766242.833882,-908218.074825,-884559.915609,-1086168.716689,-3747363.477631,-3202076.22076,-3209182.466171,-2938228.897837,-2922696.22358,-414846.052509,-3082503.328622,-2607307.566083
231.0,0.90234375,-309426.106146,-3031.43299,-641953.008408,988512.693466,-766235.860137,-908219.147708,-884585.664819,-1086159.597177,-3747351.139468,-3202037.060504,-3209147.59745,-2938210.658814,-2922689.249836,-415025.760534,-3082466.850575,-2607280.207548
232.0,0.90625,-309460.974867,-2979.398129,-642017.381432,988481.579838,-766255.708487,-908242.75115,-884788.976287,-1086182.664178,-3747365.086957,-3202045.643573,-3209159.935613,-2938219.241884,-2922997.167468,-415137.876885,-3082466.850575,-2607285.035525
233.0,0.91015625,-309428.788355,-2900.541174,-642043.667083,988625.346258,-766266.973766,-908244.896918,-884854.958636,-1086196.075224,-3747354.358119,-3202055.835969,-3209166.909357,-2938211.731698,-2923078.17019,-414897.550928,-3082471.14211,-2607288.790618
234.0,0.9140625,-309373.534843,-2781.987522,-641993.241548,988544.879978,-766253.026277,-908228.803662,-884698.317611,-1086186.955713,-3747326.999584,-3202022.576573,-3209132.040636,-2938182.227395,-2922773.471209,-414729.644624,-3082450.757319,-2607265.187176
235.0,0.91796875,-309422.887495,-2988.517641,-641990.559338,988297.043836,-766276.093277,-908260.453732,-884669.886192,-1086210.559155,-3747347.920817,-3202016.675713,-3209128.285543,-2938196.174883,-2922678.520999,-414871.801719,-3082453.439528,-2607271.624478
236.0,0.921875,-309470.630821,-2990.126966,-642058.687455,988104.997647,-766297.550952,-908286.739384,-884859.786613,-1086239.527016,-3747365.623398,-3202023.649457,-3209139.550822,-2938210.658814,-2922969.808933,-415028.442744,-3082455.048854,-2607281.280432
237.0,0.92578125,-309435.225658,-2645.731288,-642106.430782,988456.36707,-766307.743348,-908293.176686,-884966.002103,-1086265.812667,-3747365.623398,-3202041.352039,-3209157.253403,-2938210.658814,-2923132.350818,-414817.62109,-3082464.704807,-2607293.082153
238.0,0.9296875,-309362.806006,-2646.26773,-642073.171386,988572.238513,-766300.233161,-908279.765639,-884831.891636,-1086265.812667,-3747352.748794,-3202032.768969,-3209136.868612,-2938189.737581,-2922867.348536,-414363.254829,-3082444.856458,-2607281.816874
239.0,0.93359375,-309385.873006,-2983.153222,-642060.296781,988330.839673,-766292.186533,-908281.374965,-884761.617751,-1086257.766039,-3747346.311491,-3202001.65534,-3209100.927007,-2938173.644325,-2922711.780395,-414595.534157,-3082392.285155,-2607260.895641
240.0,0.9375,-309445.418053,-3064.155944,-642120.37827,988205.848718,-766289.504324,-908287.812267,-884926.305404,-1086259.375365,-3747344.702166,-3201982.343433,-3209086.443077,-2938168.279906,-2922980.53777,-415034.880046,-3082364.390178,-2607246.411711
241.0,0.94140625,-309425.033262,-2739.608614,-642175.095341,988331.376115,-766297.01451,-908289.421593,-885067.926057,-1086276.005063,-3747341.483514,-3201994.145154,-3209096.635472,-2938163.988371,-2923213.35354,-414898.623812,-3082365.999504,-2607248.021036
242.0,0.9453125,-309353.150052,-2645.194846,-642151.491898,988358.73465,-766289.504324,-908274.937662,-884961.174126,-1086278.15083,-3747323.780933,-3201985.025643,-3209078.932891,-2938141.457813,-2923007.896305,-414645.959693,-3082357.952876,-2607238.901524
243.0,0.94921875,-309356.368703,-2960.622664,-642105.89434,988140.939252,-766138.76416,-908131.707684,-884705.827797,-1086131.7022,-3747169.285675,-3201802.635408,-3208902.443517,-2937978.915927,-2922647.943812,-414684.047065,-3082192.728781,-2607075.823197
244.0,0.953125,-309520.519915,-3166.079899,-641185.360096,988005.755902,-759434.850149,-901502.895534,-879382.17871,-1079474.458632,-3740483.610688,-3195023.083094,-3202150.786179,-2931227.25859,-2918153.097409,-414891.650068,-3075488.81477,-2600372.98207
245.0,0.95703125,-309562.36238,-2867.281779,-641554.968542,988141.475694,-762735.576956,-904835.808854,-881852.493507,-1082753.727764,-3743810.086705,-3198320.054808,-3205527.687732,-2934597.186398,-2920407.762576,-414804.746485,-3078834.602694,-2603658.688505
246.0,0.9609375,-309437.907867,-2628.028706,-642065.6612,988331.912557,-766327.055255,-908373.642966,-884572.253772,-1086332.331459,-3747371.524259,-3201944.256061,-3209127.212659,-2938189.201139,-2922653.844673,-414552.618808,-3082405.15976,-2607247.484594
247.0,0.96484375,-309385.336564,-2912.879337,-642021.672967,988139.329927,-766337.784092,-908367.205664,-884406.493235,-1086354.862017,-3747362.404747,-3201938.3552,-3209094.489705,-2938167.743464,-2922309.448994,-414544.035738,-3082379.946992,-2607258.213432
248.0,0.96875,-309424.496821,-3140.867131,-642060.296781,987938.700669,-766337.24765,-908363.987012,-884511.635841,-1086357.544226,-3747350.066584,-3201917.433967,-3209062.303193,-2938147.358673,-2922423.17467,-414757.539601,-3082340.786736,-2607244.802385
249.0,0.97265625,-309427.17903,-2951.503152,-642129.497782,987995.027065,-766305.061138,-908323.21743,-884718.702402,-1086329.649249,-3747301.250374,-3201884.174572,-3209018.851402,-2938093.714487,-2922729.482976,-414758.612485,-3082284.46034,-2607202.423477
250.0,0.9765625,-309379.972146,-2923.608175,-642132.716433,988108.75274,-766316.326417,-908322.144547,-884707.973565,-1086345.206063,-3747288.912212,-3201894.903409,-3209019.387844,-2938079.766998,-2922668.865045,-414480.199156,-3082287.142549,-2607207.251454
251.0,0.98046875,-309342.957657,-2921.998849,-642085.509549,987949.429506,-766327.055255,-908330.727617,-884564.207144,-1086358.61711,-3747285.157118,-3201878.810153,-3209000.612378,-2938072.793254,-2922365.238948,-414405.097294,-3082281.241689,-2607205.105687
252.0,0.984375,-309398.211169,-3097.41534,-642113.404526,987728.415457,-766353.340906,-908360.231919,-884633.408145,-1086380.074785,-3747305.005468,-3201876.664385,-3208999.003053,-2938085.131417,-2922430.684856,-414600.898576,-3082280.168805,-2607209.933664
253.0,0.98828125,-309433.616332,-2946.675175,-642186.36062,987653.850037,-766367.288395,-908379.007385,-884850.130659,-1086403.141785,-3747314.124979,-3201886.320339,-3209009.73189,-2938092.105161,-2922760.060163,-414665.2716,-3082276.950154,-2607215.298082
254.0,0.9921875,-309377.826378,-2632.320241,-642210.500504,987911.878575,-766359.778209,-908364.523454,-884888.754474,-1086411.188413,-3747291.594421,-3201886.320339,-3209005.440355,-2938073.866138,-2922796.001768,-414395.977783,-3082273.731503,-2607209.933664
255.0,0.99609375,-309322.036424,-2779.841754,-642165.439387,987944.601529,-766348.51293,-908351.648849,-884735.868542,-1086406.896878,-3747271.20963,-3201858.425362,-3208975.936052,-2938049.189812,-2922493.448555,-414264.013083,-3082259.247572,-2607191.69464
